,Company,Address,SIC2,Latitude,Longitude,NeighborSIC52,NeighborSIC53,NeighborSIC54,NeighborSIC55,NeighborSIC56,NeighborSIC57,NeighborSIC58,NeighborSIC59,NeighborSIC60,NeighborSIC61,NeighborSIC62,NeighborSIC63,NeighborSIC64,NeighborSIC65,NeighborSIC66,NeighborSIC67,NeighborSIC68,NeighborSIC69,NeighborSIC70,NeighborSIC71,NeighborSIC72,NeighborSIC73,NeighborSIC74,NeighborSIC75,NeighborSIC76,NeighborSIC77,NeighborSIC78,NeighborSIC79,NeighborSIC80,NeighborSIC81,NeighborSIC82,NeighborSIC83,NeighborSIC84
4206,DEL MAR RESTAURANT,4555 E 3RD ST STE 1A,58,34.0334,118.1676,,1.0,1.0,,4.0,1.0,1.0,4.0,,5.0,,,6.0,,,,,,,,5.0,1.0,,,,,,,4.0,1.0,,1.0,
4228,DIAMOND BAR,12002 S FIGUEROA ST,58,33.9236,118.2825,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4245,DORIS BAKERY,2523 W TEMPLE ST,58,34.0722,118.2736,,,4.0,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
4246,DOS DE OROS,4148 WHITTIER BLVD,58,34.0238,118.1809,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4278,EL CHANGARRO,7008 S SAN PEDRO ST,58,33.9759,118.2694,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
4279,EL CHUBASCO DOS RESTAURANT,5137 YORK BLVD,58,34.121,118.2039,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4283,EL CHEMAZAL,2211 E CESAR E CHAVEZ AVE,58,34.0478,118.2098,,,1.0,,1.0,,1.0,3.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,
4285,EL CIHUALTECO NO 2,7313 S BROADWAY,58,33.9734,118.2784,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4287,EL GAVILAN RESTAURANT,6220 S MAIN ST,58,33.983000000000004,118.2737,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4288,EL INDIO AMAZONICO,630 S ALVARADO ST,58,34.0585,118.2753,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4295,EL TROPICAL SNACK BAR,2650 E OLYMPIC BLVD,58,34.0246,118.221,,2.0,,,1.0,1.0,1.0,4.0,,,1.0,,,,,,,,,,3.0,1.0,,,,,,,2.0,,,,
4340,EZAKAYA RESTAURANT,4451 BEVERLY BLVD,58,34.0763,118.3056,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
4390,ESCALERA ART,423 S WESTMRLND AVE AP309,58,34.0663,118.2885,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
4442,DERRICKS JMAICAN CUISINE CATRG,6806 LA TIJERA BLVD,58,33.977,118.3719,,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
4473,DAEGA RESTAURANT,4574 BEVERLY BLVD,58,34.0761,118.3087,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4498,GRACIELA RESTAURANT,2553 W PICO BLVD,58,34.0474,118.2931,,,,,,1.0,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
4532,CICCEROS PIZZA,11651 W PICO BLVD,58,34.032,118.4451,,,,,,5.0,2.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,
4556,MI TIERRA RESTAURANT,2423 DALY ST,58,34.074,118.2157,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
4598,GABAH,4658 MELROSE AVE,58,34.0834,118.302,,,,,,1.0,2.0,1.0,,,1.0,,,,,,,,,,2.0,2.0,,,1.0,,,,1.0,,,,
4601,GANDA SIAMESE CUISINE,5269 HOLLYWOOD BLVD,58,34.1018,118.3054,,,1.0,,,,6.0,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,
4649,HWANG HAE DOH RESTAURANT,1100 S SAN PEDRO ST,58,34.035,118.2521,1.0,,,,101.0,1.0,3.0,15.0,1.0,,,,,7.0,,1.0,,,,,4.0,22.0,,,,,,1.0,2.0,,,1.0,
4651,HYUN HEA TAN RESTAURANT,1101 S VERMONT AVE,58,34.0506,118.2917,,1.0,1.0,,1.0,4.0,4.0,2.0,1.0,,,1.0,,,,,,,,,3.0,6.0,,,1.0,,,6.0,4.0,2.0,,,
4672,INK,8360 MELROSE AVE STE 101,58,34.0835,118.3723,,,1.0,,1.0,,5.0,2.0,,,,,,1.0,,,,,,,,6.0,,1.0,,,1.0,1.0,,,1.0,,
4680,J C GROCERIES,1255 PRODUCE ROW,58,34.0337,118.2443,,,4.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4820,ANGELINOS PIZZA,2201 W WASHINGTON BLVD,58,34.04,118.3091,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4821,ITALIANOS RESTAURANTS,5144 YORK BLVD,58,34.1207,118.2038,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4878,JACKYS RESTAURANT,310 W 5TH ST,58,34.0481,118.2511,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4901,COMBOS PIZZA,6760 HOLLYWOOD BLVD,58,34.1014,118.3377,,,,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,
4925,JERSEY MIKES SUBS,1517 VINE ST,58,34.0997,118.3272,1.0,2.0,15.0,11.0,44.0,20.0,51.0,76.0,9.0,6.0,3.0,,4.0,15.0,,6.0,,,8.0,,37.0,140.0,,18.0,10.0,,54.0,30.0,8.0,8.0,7.0,9.0,2.0
4968,VINAGRETTES LLC,126 GLENDALE BLVD,58,34.0626,118.2595,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5002,SNACK ATTACK,110 N GRAND AVE,58,34.0559,118.2483,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,
5020,LUNCH TO LATENITE CORPORATION,4348 FOUNTAIN AVE,58,34.0956,118.2844,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5034,MARISCOS NAYARIT,7324 S SAN PEDRO ST,58,33.9735,118.2694,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5077,OCHOA CLASSIC,835 S VERMONT AVE,58,34.0569,118.2918,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5087,QUIZNOS SUBS,1225 E WASHINGTON BLVD,58,34.0249,118.251,,1.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5095,RESTAURANT EVAS,2100 E CESAR E CHAVEZ AVE,58,34.0482,118.2114,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5152,SWEETER LA CODE 7 CAF,7700 S BROADWAY,58,33.9697,118.2781,,,,,,,1.0,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,
5157,SANTOYO CAFETERIA,120 S SPRING ST,58,34.0525,118.2446,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,
5169,CAROLINA RESTAURANT GROUP INC,6011 N FIGUEROA ST,58,34.1113,118.1895,,,,,,,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
5178,CHANOS DRIVE INN,3831 BEVERLY BLVD,58,34.0763,118.2928,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5187,CIRXA BISTRO,3719 W SUNSET BLVD,58,34.0907,118.2779,,,,,,,3.0,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,
5191,THOMAS RESTAURANT ENTPS LLC,355 S GRAND AVE STE 4500,58,34.0524,118.25200000000001,1.0,,2.0,,1.0,,3.0,2.0,8.0,3.0,7.0,1.0,2.0,28.0,,36.0,,,,,1.0,26.0,,4.0,,,6.0,3.0,6.0,61.0,8.0,,
5228,EL RANCHITO,3401 S MAIN ST,58,34.0185,118.2728,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5253,UNI SNACK SHOP,530 E 8TH ST,58,34.0397,118.2502,,,1.0,,4.0,,1.0,2.0,,,,,,2.0,,,,,,,1.0,4.0,,,,,,,,,,,
5298,TACOS EL GAVILAN INC,1900 S CENTRAL AVE,58,34.0242,118.2505,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
5322,VEGAN EXPRESS,3217 CAHUENGA BLVD W,58,34.1285,118.3476,2.0,,,,,1.0,3.0,,,,,,,,,,,,,,,3.0,,,,,6.0,2.0,,,,,
5324,VANADZOR RESTAURANTS,4655 HOLLYWOOD BLVD,58,34.1005,118.2905,,,,,,,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
5450,WORLD CAFE,8475 MELROSE PL,58,34.0837,118.3757,,,,,1.0,,4.0,2.0,,,,,,,,1.0,,,,,2.0,,,,,,,,2.0,,,,
5462,GAM J GOL,3003 W OLYMPIC BLVD,58,34.0527,118.3008,,,1.0,,2.0,1.0,3.0,6.0,,,,,,,,,,,,,4.0,1.0,,,1.0,,,1.0,4.0,,1.0,,
5500,FOODCOURT,327 S BROADWAY,58,34.0505,118.2485,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5506,HONDURENOS GLORIA ANTOJITOS,2701 S VERMONT AVE,58,34.0303,118.2917,,,,,1.0,,6.0,,,,,,,,,,,,,,3.0,2.0,,,1.0,,1.0,1.0,2.0,,,,
5606,CASA NOODLE TERIYAKI 2,4710 FOUNTAIN AVE,58,34.0953,118.2921,,,,,,,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
5620,JEFTYS STUDIO EAST,12817 AVALON BLVD,58,33.9162,118.2654,,,,,1.0,,1.0,,,,,,2.0,,,,,,,,3.0,5.0,,,1.0,,,,,,1.0,,
5649,CARRIEDELLS SOUL FOOD,3403 CRENSHAW BLVD,58,34.0253,118.3352,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5710,MI HAIR LOUNGE INC,5001 WILSHIRE BLVD,58,34.0622,118.3386,1.0,,2.0,,1.0,1.0,10.0,3.0,,,,1.0,1.0,,,3.0,,,,,14.0,11.0,,,2.0,,,5.0,11.0,,1.0,,
5766,MELS DRIVE IN,8585 W SUNSET BLVD,58,34.0928,118.3789,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5832,LOSAMIGOS TACOS,274 E SLAUSON AVE,58,33.989000000000004,118.2699,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5837,M I JACALITO,4402 HUNTINGTON DR S,58,34.0817,118.19,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
5881,OCHA CLASSIC RESTAURANTI,5189 W SUNSET BLVD,58,34.1061,118.291,2.0,2.0,8.0,11.0,27.0,29.0,41.0,67.0,3.0,2.0,3.0,,5.0,29.0,,13.0,,,1.0,,58.0,347.0,,20.0,32.0,,55.0,39.0,56.0,12.0,12.0,12.0,2.0
5944,CHIPOTLE MEXICAN GRILL INC,7101 MELROSE AVE,58,34.1066,118.3637,3.0,1.0,14.0,9.0,55.0,45.0,40.0,151.0,2.0,2.0,8.0,,12.0,31.0,,17.0,,,,,100.0,420.0,,20.0,36.0,,152.0,58.0,45.0,17.0,10.0,15.0,2.0
5948,CALIFORNIA GOURMET KITCHEN,400 WORLD WAY,58,33.9433,118.4082,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,
6016,KATSUYA HOLLYWOOD,6300 HOLLYWOOD BLVD,58,34.0997,118.3272,1.0,2.0,15.0,11.0,44.0,20.0,51.0,76.0,9.0,6.0,3.0,,4.0,15.0,,6.0,,,8.0,,37.0,140.0,,18.0,10.0,,54.0,30.0,8.0,8.0,7.0,9.0,2.0
6099,K & I RESTAURANT INC,288 S ATLANTIC BLVD,58,34.0264,118.1532,2.0,7.0,26.0,28.0,35.0,26.0,45.0,54.0,3.0,3.0,1.0,1.0,7.0,30.0,,2.0,,,2.0,,44.0,138.0,,39.0,40.0,,3.0,6.0,33.0,6.0,8.0,17.0,
6213,SHIN SA DONG RESTAURANT,3470 W 6TH ST STE 6,58,34.0634,118.2972,,,5.0,1.0,1.0,2.0,14.0,3.0,,,,,,,,,,,,,1.0,1.0,,,1.0,,,3.0,,,,,
6228,WENDYS TORTAS,2700 N BROADWAY,58,34.0735,118.2141,1.0,3.0,2.0,,17.0,5.0,4.0,8.0,,,,,,1.0,,,,,,,,3.0,,,,,,,1.0,,,1.0,
6332,SUSHI DAN,8000 W SUNSET BLVD,58,34.0978,118.3651,,,2.0,1.0,2.0,1.0,8.0,2.0,,,,,,2.0,,1.0,,,,,12.0,4.0,,1.0,,,8.0,6.0,2.0,,,,
6422,COSTA VERDE RESTAURANT,5509 HOLLYWOOD BLVD,58,34.1018,118.3096,,,,,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
6429,YOGURTLAND,2130 SAWTELLE BLVD,58,34.0387,118.4415,,,4.0,,2.0,,7.0,10.0,,,,,1.0,2.0,,,,,,,8.0,10.0,,2.0,,,4.0,4.0,4.0,,1.0,,
6481,PATINA RESTAURANT,141 S GRAND AVE,58,34.0629,118.2381,1.0,5.0,16.0,5.0,27.0,13.0,48.0,71.0,11.0,1.0,4.0,1.0,7.0,19.0,,5.0,,,,,16.0,68.0,,9.0,30.0,,5.0,17.0,19.0,15.0,3.0,6.0,4.0
6489,HONAGH LE,2385 COLORADO BLVD,58,34.14,118.2186,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6494,FUSION CUISINE LLC,3420 FEDERAL AVE APT 3,58,34.0011,118.4303,5.0,1.0,28.0,18.0,19.0,38.0,42.0,104.0,1.0,2.0,5.0,,14.0,44.0,,12.0,,,3.0,,65.0,444.0,,24.0,35.0,,59.0,36.0,59.0,13.0,13.0,17.0,1.0
6629,ANGRY CHEF INC,350 S FIGUEROA ST,58,34.0544,118.2549,,,3.0,2.0,3.0,2.0,7.0,9.0,8.0,4.0,2.0,,4.0,16.0,,12.0,,,,,4.0,40.0,,2.0,2.0,,2.0,3.0,3.0,30.0,5.0,2.0,
6701,OPEN RICE RESTAURANT INC,750 N HILL ST STE F,58,34.0617,118.2398,,,1.0,,,,9.0,2.0,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,1.0,,,,
6734,NIGHT TAP,1360 ROXBURY DR APT 4,58,34.0545,118.4023,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
6812,HIGHLAND CAFE,238 S SERRANO AVE APT 303,58,34.0702,118.3065,,,,,,,1.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
6815,ROBERT SUB INC,10511 ASHTON AVE APT 303,58,34.0634,118.4313,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,1.0,5.0,,,,,,,,,,,
6838,HOT DOG HEADQUARTERS,3103 DALTON AVE,58,34.0263,118.3042,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
6880,NANEY GLORIAS FAST FOOD,3756 WEST AVE 40 STE L,58,34.1195,118.2279,,,5.0,,,3.0,7.0,4.0,1.0,,,,,,,,,,,,2.0,3.0,,,2.0,,1.0,1.0,4.0,,,,
6888,YUMMYS,480 S ROBERTSON BLVD,58,34.073,118.3719,3.0,2.0,12.0,6.0,40.0,55.0,54.0,84.0,3.0,3.0,9.0,,9.0,50.0,,20.0,,,4.0,,76.0,247.0,,8.0,30.0,,67.0,25.0,55.0,23.0,9.0,13.0,3.0
7045,SENOR FISH,422 E 1ST ST,58,34.0629,118.2381,1.0,5.0,16.0,5.0,27.0,13.0,48.0,71.0,11.0,1.0,4.0,1.0,7.0,19.0,,5.0,,,,,16.0,68.0,,9.0,30.0,,5.0,17.0,19.0,15.0,3.0,6.0,4.0
7059,CHARLEYS STEAKERY,3650 W MARTIN LUTHER KING,58,34.0114,118.3364,,,5.0,,39.0,4.0,7.0,22.0,1.0,1.0,,,,1.0,,,,,,,8.0,3.0,,,,,,1.0,1.0,,,,
7095,ONOLICIOUS HAWAIIAN BBQ LLC,1524 CARMONA AVE,58,34.0454,118.3396,11.0,5.0,18.0,22.0,38.0,43.0,47.0,117.0,2.0,6.0,5.0,1.0,4.0,34.0,,11.0,,,7.0,,88.0,350.0,,47.0,51.0,,45.0,44.0,38.0,13.0,20.0,28.0,6.0
7139,PO PO PO,870 S WESTERN AVE,58,34.0564,118.3089,,2.0,,,57.0,2.0,1.0,12.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,
7148,HAWTHORNE FISH & CHICKEN,3650 W MARTN LTHR KNG JR,58,34.0205,118.3411,,,1.0,,6.0,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
7238,FUN FOOD MART & DELI,11019 S ALAMEDA ST,58,33.9351,118.2267,,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7327,GREAT KHANS MONGOLIAN FESTIVAL,3345 WILSHIRE BLVD,58,34.0619,118.2961,1.0,1.0,5.0,,5.0,1.0,7.0,10.0,1.0,11.0,1.0,1.0,26.0,32.0,,8.0,,,1.0,,5.0,48.0,,3.0,,,4.0,3.0,8.0,43.0,3.0,9.0,
7332,FATBURGER RESTAURANT,12005 WILSHIRE BLVD,58,34.0436,118.4488,3.0,,12.0,17.0,21.0,28.0,47.0,68.0,,5.0,9.0,2.0,10.0,46.0,,10.0,,,1.0,,54.0,263.0,,24.0,17.0,,49.0,40.0,47.0,28.0,14.0,11.0,1.0
7381,CASA SANCHEZ,4500 S CENTINELA AVE,58,34.0011,118.4303,5.0,1.0,28.0,18.0,19.0,38.0,42.0,104.0,1.0,2.0,5.0,,14.0,44.0,,12.0,,,3.0,,65.0,444.0,,24.0,35.0,,59.0,36.0,59.0,13.0,13.0,17.0,1.0
7485,26 RESTAURANT,8657 W PICO BLVD,58,34.0542,118.3803,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7494,SHINS SUSHI RESTAURANT,3680 WILSHIRE BLVD,58,34.0615,118.3058,,,,,7.0,,11.0,8.0,,,,,,2.0,,,,,,,8.0,4.0,,2.0,,,1.0,5.0,12.0,,,,
7516,SOTTO RESTAURANT,9575 W PICO BLVD,58,34.0553,118.3973,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7531,HOUSE OF BOBA,5930 S MAIN ST STE 102,58,33.9864,118.2737,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7568,VIVIANS MILLENIUM CAFE INC,1855 NORTH AVENUE 52,58,34.1265,118.2021,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7577,TAP IT IN LLC,1360 ROXBURY DR APT 4,58,34.0545,118.4023,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
7596,TACOS Y MARISCOS EL COMPA MENO,7215 HOOPER AVE,58,33.9746,118.2521,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7693,BOSTON MARKET CORPORATION,8901 S SEPULVEDA BLVD,58,33.9557,118.3963,,,,,2.0,,3.0,,,,,,,,,1.0,,,,,1.0,5.0,,,1.0,,,1.0,,,,,
7759,VETA CARIBBEAN CUISINE,2034 S CORNING ST APT 4,58,34.0266,118.4041,4.0,1.0,14.0,20.0,31.0,39.0,30.0,67.0,1.0,6.0,2.0,2.0,3.0,36.0,,7.0,,,1.0,,50.0,311.0,,29.0,25.0,,37.0,29.0,37.0,7.0,18.0,15.0,3.0
7797,TACO BELL CORP,5801 S VERMONT AVE,58,33.9894,118.2916,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7805,YOUNG O JUN INDUSTRY LLC,1713 E VERNON AVE,58,34.004,118.2427,,1.0,4.0,,2.0,,8.0,1.0,2.0,,,1.0,,,,,,,,,3.0,,,,1.0,,,,2.0,,,1.0,
8042,SILENTARENA INC,12100 WILSHIRE BLVD STE 8,58,34.0438,118.4675,,,2.0,2.0,1.0,6.0,14.0,11.0,2.0,9.0,16.0,2.0,10.0,94.0,,47.0,,,,,5.0,98.0,,,1.0,,43.0,18.0,13.0,131.0,3.0,1.0,
8135,MARTITAS MEXICAN RESTAURANT,2657 PASADENA AVE,58,34.0773,118.2156,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,
8481,SUSHI KOO,8474 W 3RD ST,58,34.0731,118.3758,1.0,,,,1.0,,2.0,3.0,,,,,,,,,,,,,10.0,7.0,,1.0,,,,1.0,3.0,1.0,,,
8499,CILANTRO FRESH MXICAN GRILL EX,330 S HOPE ST,58,34.0532,118.2525,,,4.0,,,,15.0,4.0,1.0,,,,,,,,,,,,2.0,3.0,,,2.0,,1.0,,,,,,
8556,THAI PEPPER RESTAURANT,6219 FRANKLIN AVE,58,34.1053,118.3241,,,,1.0,,,4.0,2.0,,,,,,,,,,,,,1.0,1.0,,2.0,,,2.0,1.0,,,,,
8578,TOLOT ERMANNO,225 HALF N LARCHMONT BLVD,58,34.0749,118.3237,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8584,HOISIN BOYS RESTAURANT,2004 SAWTELLE BLVD,58,34.0409,118.4434,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8653,DILLONS IRISH PUB & GRILL,6263 HOLLYWOOD BLVD,58,34.1017,118.3261,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8669,UNIQUE CATERING,666 S LA BREA AVE,58,34.063,118.3438,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,2.0,5.0,,,,,,1.0,1.0,,,,
8688,BAR HAMA,11300 NEBRASKA AVE,58,34.0436,118.4488,3.0,,12.0,17.0,21.0,28.0,47.0,68.0,,5.0,9.0,2.0,10.0,46.0,,10.0,,,1.0,,54.0,263.0,,24.0,17.0,,49.0,40.0,47.0,28.0,14.0,11.0,1.0
8699,MIDDLE EAST CLUB,1707 N KENMORE AVE,58,34.1019,118.2973,,,,,1.0,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
8715,DRAGERS WILTERN SPT PUB GRILL,3800 WILSHIRE BLVD,58,34.0615,118.3092,,,,,,,2.0,,1.0,,1.0,,,1.0,,1.0,,,,,2.0,1.0,,,,,,,3.0,,,,
8781,PA ORD NOODLES,5301 W SUNSET BLVD STE 8,58,34.0982,118.3057,,,3.0,,2.0,1.0,3.0,5.0,,,,,,,,,,,,,4.0,1.0,,,,,,1.0,1.0,,,,
8969,SUBWAY SANDWICHES & SALADS,1075 N WSTN AVE STE 108,58,34.0909,118.2876,,,,,1.0,,3.0,,,1.0,,,1.0,,,,,,,,1.0,1.0,,,,,1.0,,7.0,,,,
8972,ROWDY RED WINE & BURGER BAR,515 S FLOWER ST FL 36,58,34.0514,118.2563,1.0,,2.0,6.0,3.0,2.0,6.0,9.0,8.0,4.0,11.0,1.0,21.0,46.0,,47.0,,,1.0,,4.0,76.0,,4.0,1.0,,4.0,7.0,8.0,49.0,2.0,4.0,
8973,DONG ROO,3055 W 7TH ST,58,34.0598,118.2905,,,2.0,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
9078,MARACAS & CATERRING,3300 N BROADWAY,58,34.0736,118.2063,,,,,,,3.0,1.0,,,,,,,,,,,,,2.0,1.0,,,,,1.0,,,,,,
9128,METRO BALDERAS RESTAURANT INC,5305 N FIGUEROA ST,58,34.1071,118.198,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
9170,MALBEC RESTAURANTS INC,1632 COLORADO BLVD,58,34.1392,118.2023,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
9185,KOBA BAR B Q,11267 NATIONAL BLVD,58,34.0266,118.4308,,,,,1.0,,7.0,,,,1.0,,,,,,,,,,7.0,2.0,,1.0,,,,,,,1.0,1.0,
9193,KAEW THAI CHINESE RESTAURANT,1924 W OLYMPIC BLVD,58,34.0507,118.27799999999999,,,,,,1.0,2.0,1.0,2.0,,,,,,,,,,,,1.0,4.0,,,1.0,,1.0,1.0,,,,,
9274,LITTLE CAESARS PIZZA,10315 AVALON BLVD,58,33.965,118.274,5.0,2.0,43.0,28.0,26.0,40.0,28.0,55.0,1.0,1.0,2.0,,2.0,14.0,,5.0,,,7.0,,64.0,105.0,,63.0,35.0,,5.0,7.0,14.0,5.0,9.0,33.0,
9310,CABBAGE PATCH,12531 BEATRICE ST,58,34.0011,118.4303,5.0,1.0,28.0,18.0,19.0,38.0,42.0,104.0,1.0,2.0,5.0,,14.0,44.0,,12.0,,,3.0,,65.0,444.0,,24.0,35.0,,59.0,36.0,59.0,13.0,13.0,17.0,1.0
9337,EL SALSABOR RESTAURANT,2262 VENICE BLVD,58,34.048,118.2932,4.0,5.0,28.0,13.0,32.0,26.0,31.0,60.0,2.0,2.0,1.0,,8.0,18.0,,5.0,,,3.0,,61.0,122.0,,13.0,38.0,,6.0,10.0,32.0,2.0,5.0,2.0,
9350,BIRRIERIA CARDENAS,1764 NADEAU ST,58,33.9672,118.2417,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
9461,LANCE JAY RBBINS PALOMA PARTNR,,58,34.0996,118.3261,,,,1.0,2.0,5.0,1.0,3.0,,,,,,4.0,,3.0,,,1.0,,6.0,25.0,,1.0,,,19.0,6.0,5.0,2.0,1.0,2.0,
9467,MAGIC GRIDDLES INC,523 W 6TH ST,58,34.0483,118.2544,,,3.0,2.0,4.0,1.0,4.0,18.0,2.0,3.0,6.0,2.0,5.0,22.0,,12.0,,,,,5.0,46.0,,1.0,1.0,,4.0,2.0,23.0,84.0,2.0,,
9579,T2 TACOS,7101 W MANCHESTER AVE,58,33.9599,118.4168,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
9581,ANTIGUA BREAD,5597 HUNTINGTON DR N,58,34.0809,118.1734,2.0,1.0,20.0,15.0,13.0,10.0,23.0,45.0,,2.0,1.0,,2.0,12.0,,2.0,,,2.0,,32.0,122.0,,25.0,40.0,,7.0,6.0,10.0,2.0,4.0,9.0,
9606,QUEEN JAMES,3355 WILSHIRE BLVD APT 11,58,34.0619,118.2968,,,,,4.0,1.0,3.0,2.0,,,,,,1.0,,,,,,,4.0,4.0,,,,,4.0,3.0,,,,,
9620,ORANCY CHICKEN,928 S WESTERN AVE STE 125,58,34.0548,118.3089,,,7.0,,70.0,5.0,23.0,39.0,1.0,,,,1.0,3.0,,2.0,,,,,11.0,8.0,,1.0,,,1.0,,5.0,,,,
9645,GARDEN FRESH RESTAURANT CORP,2921 LOS FELIZ BLVD,58,34.1263,118.2634,,,2.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
9675,TOSCANOVA RESTAURANT,10250 SANTA MONICA BLVD,58,34.06,118.4197,1.0,6.0,16.0,1.0,151.0,13.0,55.0,129.0,1.0,1.0,1.0,,1.0,4.0,,,,,,,23.0,18.0,,3.0,5.0,,2.0,3.0,4.0,,2.0,,3.0
9677,EL POLLON PERUVIAN RESTAURANT,5100 E BEVERLY BLVD,58,34.0332,118.1557,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
9707,JIN HUNG GAK,928 S WESTERN AVE,58,34.0548,118.3089,,,7.0,,70.0,5.0,23.0,39.0,1.0,,,,1.0,3.0,,2.0,,,,,11.0,8.0,,1.0,,,1.0,,5.0,,,,
9741,GUILD SERVICES,611 W 7TH ST,58,34.0475,118.2567,,,,,,1.0,5.0,1.0,,,,,1.0,1.0,,1.0,,,,,1.0,6.0,,,,,,,,4.0,1.0,,
