Geo ID,Geographic Area Name, Total population,Median age,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 29 years,30 to 34 years,35 to 39 years,40 to 44 years,45 to 49 years,50 to 54 years,55 to 59 years,60 to 64 years,65 to 69 years,70 to 74 years,75 to 79 years,80 to 84 years,85 years and over,Percent Under 5 years,Percent 5 to 9 years,Percent 10 to 14 years,Percent 15 to 19 years,Percent 20 to 24 years,Percent 25 to 29 years,Percent 30 to 34 years,Percent 35 to 39 years,Percent 40 to 44 years,Percent 45 to 49 years,Percent 50 to 54 years,Percent 55 to 59 years,Percent 60 to 64 years,Percent 65 to 69 years,Percent 70 to 74 years,Percent 75 to 79 years,Percent 80 to 84 years,Percent 85 years and over
8600000US90023,90023,46680,31.4,3262,4354,3632,4238,3452,3162,3586,3250,3291,2723,1819,1779,1553,979,776,481,983,7.2,7,9.3,7.8,9.1,7.4,6.8,7.7,7,7.1,5.8,3.9,3.8,3.3,2.1,1.7,1,2.1
8600000US90024,90024,51627,22.6,1124,843,11540,14527,3936,2864,1886,1321,1317,1662,1603,1742,1342,1210,819,929,1533,2.8,2.2,1.6,22.4,28.1,7.6,5.5,3.7,2.6,2.6,3.2,3.1,3.4,2.6,2.3,1.6,1.8,3
8600000US90025,90025,46883,34,1682,1217,1139,3532,8120,6819,4558,2952,3279,1771,1878,2154,1737,1245,1143,685,1071,4.1,3.6,2.6,2.4,7.5,17.3,14.5,9.7,6.3,7,3.8,4,4.6,3.7,2.7,2.4,1.5,2.3
8600000US90026,90026,68906,34.7,2972,3196,2982,5010,8194,8995,6136,4847,4424,4267,3856,3336,2354,1611,1184,910,997,5.3,4.3,4.6,4.3,7.3,11.9,13.1,8.9,7,6.4,6.2,5.6,4.8,3.4,2.3,1.7,1.3,1.4
8600000US90027,90027,44770,38.1,1472,1244,1005,2273,5678,5942,4283,3505,3019,2775,2504,2605,2155,1547,1079,813,907,4.4,3.3,2.8,2.2,5.1,12.7,13.3,9.6,7.8,6.7,6.2,5.6,5.8,4.8,3.5,2.4,1.8,2
8600000US90028,90028,29774,36.3,402,637,962,2781,4859,3960,2436,2385,2517,1447,1616,1379,1027,813,679,600,623,2.2,1.4,2.1,3.2,9.3,16.3,13.3,8.2,8,8.5,4.9,5.4,4.6,3.4,2.7,2.3,2,2.1
8600000US90029,90029,36668,36.2,1462,1573,1507,2609,4565,4264,2629,2088,2644,2569,2212,2262,1670,1002,759,565,692,4.4,4,4.3,4.1,7.1,12.4,11.6,7.2,5.7,7.2,7,6,6.2,4.6,2.7,2.1,1.5,1.9
8600000US90031,90031,39916,35.6,2084,2475,2856,3198,3864,2992,2544,2980,2859,2516,1979,1950,1534,1072,851,704,1277,5.5,5.2,6.2,7.2,8,9.7,7.5,6.4,7.5,7.2,6.3,5,4.9,3.8,2.7,2.1,1.8,3.2
8600000US90032,90032,48031,34,2781,2942,3567,4300,4135,4021,2730,3264,3192,2510,2584,2419,2255,1359,1258,620,1102,6.2,5.8,6.1,7.4,9,8.6,8.4,5.7,6.8,6.6,5.2,5.4,5,4.7,2.8,2.6,1.3,2.3
8600000US90033,90033,49155,31.1,3509,4475,4170,4242,3958,3129,2948,2941,3457,3028,2192,2211,1287,1272,910,841,1050,7.2,7.1,9.1,8.5,8.6,8.1,6.4,6,6,7,6.2,4.5,4.5,2.6,2.6,1.9,1.7,2.1
8600000US90034,90034,53861,34,1854,2215,1657,3590,8833,7737,5371,4336,3499,2737,2596,2187,1820,1248,965,465,518,4.1,3.4,4.1,3.1,6.7,16.4,14.4,10,8.1,6.5,5.1,4.8,4.1,3.4,2.3,1.8,0.9,1
8600000US90035,90035,27272,36.3,1440,1463,1250,1404,2500,2917,2226,1788,1731,1754,1224,1626,986,1014,586,529,795,7.5,5.3,5.4,4.6,5.1,9.2,10.7,8.2,6.6,6.3,6.4,4.5,6,3.6,3.7,2.1,1.9,2.9
8600000US90036,90036,37965,34.8,1751,1503,1237,2489,5212,4879,3850,3177,2892,1964,1559,1854,1045,832,523,507,580,5.6,4.6,4,3.3,6.6,13.7,12.9,10.1,8.4,7.6,5.2,4.1,4.9,2.8,2.2,1.4,1.3,1.5
8600000US90037,90037,67640,30.7,5371,5214,4362,5784,6550,5130,4683,4250,3957,4852,3356,2994,1986,1182,1064,703,667,8.2,7.9,7.7,6.4,8.6,9.7,7.6,6.9,6.3,5.9,7.2,5,4.4,2.9,1.7,1.6,1,1
8600000US90038,90038,28580,33.9,1416,1085,1330,2769,3848,3466,2451,2062,2278,1389,1576,1268,888,567,447,243,305,4.2,5,3.8,4.7,9.7,13.5,12.1,8.6,7.2,8,4.9,5.5,4.4,3.1,2,1.6,0.9,1.1
8600000US90039,90039,29510,39.2,1260,1189,1069,1395,2579,3295,2872,2323,2268,1949,1887,1734,1187,1021,710,618,606,5.2,4.3,4,3.6,4.7,8.7,11.2,9.7,7.9,7.7,6.6,6.4,5.9,4,3.5,2.4,2.1,2.1
8600000US90040,90040,12328,35.3,763,920,850,906,1250,683,836,693,818,832,659,728,458,520,291,240,161,5.8,6.2,7.5,6.9,7.3,10.1,5.5,6.8,5.6,6.6,6.7,5.3,5.9,3.7,4.2,2.4,1.9,1.3
8600000US90041,90041,29090,38.8,1379,1353,2079,2239,1829,2253,2091,1970,1836,1651,2115,1940,1494,1350,594,518,817,5.4,4.7,4.7,7.1,7.7,6.3,7.7,7.2,6.8,6.3,5.7,7.3,6.7,5.1,4.6,2,1.8,2.8
8600000US90042,90042,63193,35.8,3317,2806,3584,3712,6309,7065,5352,4334,4176,4342,3717,3455,2277,1822,1307,883,949,6,5.2,4.4,5.7,5.9,10,11.2,8.5,6.9,6.6,6.9,5.9,5.5,3.6,2.9,2.1,1.4,1.5
8600000US90043,90043,45873,40.1,2370,2571,2748,3410,3251,3220,3016,2534,2929,3354,3618,3178,2615,1321,1414,948,1098,5,5.2,5.6,6,7.4,7.1,7,6.6,5.5,6.4,7.3,7.9,6.9,5.7,2.9,3.1,2.1,2.4
8600000US90044,90044,99443,31.6,7940,8313,7394,7713,7402,7450,7104,6532,5926,6535,5747,4243,3355,1703,1712,1088,931,8.4,8,8.4,7.4,7.8,7.4,7.5,7.1,6.6,6,6.6,5.8,4.3,3.4,1.7,1.7,1.1,0.9
8600000US90045,90045,40567,35.1,1903,1592,3798,4235,3143,3740,2912,2397,2496,2648,2259,2229,1638,1502,850,590,829,4.5,4.7,3.9,9.4,10.4,7.7,9.2,7.2,5.9,6.2,6.5,5.6,5.5,4,3.7,2.1,1.5,2
8600000US90046,90046,50900,38.2,843,985,751,2765,7771,7137,5663,3699,4119,3289,3064,2177,2159,1559,1273,893,1261,2.9,1.7,1.9,1.5,5.4,15.3,14,11.1,7.3,8.1,6.5,6,4.3,4.2,3.1,2.5,1.8,2.5
8600000US90047,90047,51411,38.4,3295,2854,2781,3844,3457,3670,3533,2646,3776,3558,3416,3119,2448,1914,1501,1238,928,6.7,6.4,5.6,5.4,7.5,6.7,7.1,6.9,5.1,7.3,6.9,6.6,6.1,4.8,3.7,2.9,2.4,1.8
8600000US90048,90048,21489,37.7,514,362,292,962,3322,2998,2199,1662,1495,1115,1172,899,992,750,487,470,832,4.5,2.4,1.7,1.4,4.5,15.5,14,10.2,7.7,7,5.2,5.5,4.2,4.6,3.5,2.3,2.2,3.9
8600000US90049,90049,36418,40.6,1667,1853,1803,1719,3195,2848,2724,2572,2491,2457,1993,1795,2327,1855,1026,868,1296,5.3,4.6,5.1,5,4.7,8.8,7.8,7.5,7.1,6.8,6.7,5.5,4.9,6.4,5.1,2.8,2.4,3.6
8600000US90056,90056,7649,49.3,304,484,425,342,480,415,168,495,546,557,586,663,411,397,247,354,505,3.5,4,6.3,5.6,4.5,6.3,5.4,2.2,6.5,7.1,7.3,7.7,8.7,5.4,5.2,3.2,4.6,6.6
8600000US90057,90057,50152,33.5,3106,3090,2662,3952,5096,5405,4434,3428,2983,2639,2615,2309,1710,1235,989,586,609,6.6,6.2,6.2,5.3,7.9,10.2,10.8,8.8,6.8,5.9,5.3,5.2,4.6,3.4,2.5,2,1.2,1.2
8600000US90058,90058,2718,22.7,375,357,320,140,105,255,166,141,162,205,155,33,26,38,29,0,2,7.7,13.8,13.1,11.8,5.2,3.9,9.4,6.1,5.2,6,7.5,5.7,1.2,1,1.4,1.1,0,0.1
8600000US90059,90059,46185,27.7,4219,4578,4282,3671,3503,3524,3233,2083,2623,2788,2195,2005,1096,841,470,265,431,9.5,9.1,9.9,9.3,7.9,7.6,7.6,7,4.5,5.7,6,4.8,4.3,2.4,1.8,1,0.6,0.9
8600000US90061,90061,27873,31.2,2134,1917,1925,2181,2735,2204,1732,1536,2164,1510,1582,1235,903,745,388,337,304,8.4,7.7,6.9,6.9,7.8,9.8,7.9,6.2,5.5,7.8,5.4,5.7,4.4,3.2,2.7,1.4,1.2,1.1
8600000US90062,90062,35916,34.6,2274,2152,2416,2875,3142,2967,2346,2412,2270,2222,2510,2137,1355,951,618,507,372,6.7,6.3,6,6.7,8,8.7,8.3,6.5,6.7,6.3,6.2,7,5.9,3.8,2.6,1.7,1.4,1
8600000US90063,90063,53980,31.9,4004,4274,3849,4549,4625,4318,3883,3344,3430,3035,2796,2207,2073,1390,1065,475,764,7.2,7.4,7.9,7.1,8.4,8.6,8,7.2,6.2,6.4,5.6,5.2,4.1,3.8,2.6,2,0.9,1.4
8600000US90064,90064,25925,40.3,1525,1209,1039,1531,2072,2191,1733,2024,1949,1604,1804,1360,1222,1351,681,598,517,5.8,5.9,4.7,4,5.9,8,8.5,6.7,7.8,7.5,6.2,7,5.2,4.7,5.2,2.6,2.3,2
8600000US90065,90065,46461,37.2,2569,2438,2208,3194,3895,4017,3853,3654,3313,2780,2797,2398,1924,1994,950,843,726,6.3,5.5,5.2,4.8,6.9,8.4,8.6,8.3,7.9,7.1,6,6,5.2,4.1,4.3,2,1.8,1.6
8600000US90066,90066,59167,38.1,2510,2529,2053,3318,6121,6660,4890,4386,4389,3953,3339,3149,3009,1805,1463,1170,1251,5.4,4.2,4.3,3.5,5.6,10.3,11.3,8.3,7.4,7.4,6.7,5.6,5.3,5.1,3.1,2.5,2,2.1
8600000US90067,90067,2428,66.4,10,75,6,52,148,101,86,78,99,129,152,140,210,225,370,107,340,4.1,0.4,3.1,0.2,2.1,6.1,4.2,3.5,3.2,4.1,5.3,6.3,5.8,8.6,9.3,15.2,4.4,14
8600000US90068,90068,21092,42.5,632,709,316,968,2207,2004,1867,2113,1597,2217,1680,1191,1090,854,308,320,285,3.5,3,3.4,1.5,4.6,10.5,9.5,8.9,10,7.6,10.5,8,5.6,5.2,4,1.5,1.5,1.4
8600000US90069,90069,20230,42.9,347,309,229,856,2577,2534,2140,1427,1561,1664,1589,1343,1267,683,584,486,340,1.5,1.7,1.5,1.1,4.2,12.7,12.5,10.6,7.1,7.7,8.2,7.9,6.6,6.3,3.4,2.9,2.4,1.7
8600000US90071,90071,126,41.3,0,0,0,0,42,11,0,29,32,2,3,0,0,0,5,0,2,0,0,0,0,0,33.3,8.7,0,23,25.4,1.6,2.4,0,0,0,4,0,1.6
8600000US90073,90073,953,56,0,0,8,8,109,40,104,41,68,65,165,135,95,61,30,2,22,0,0,0,0.8,0.8,11.4,4.2,10.9,4.3,7.1,6.8,17.3,14.2,10,6.4,3.1,0.2,2.3
8600000US90077,90077,8382,48.5,509,446,502,327,192,267,462,539,675,646,514,515,706,617,389,272,225,6.9,6.1,5.3,6,3.9,2.3,3.2,5.5,6.4,8.1,7.7,6.1,6.1,8.4,7.4,4.6,3.2,2.7
8600000US90079,90079,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8600000US90089,90089,3786,19.1,0,0,3131,620,29,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,82.7,16.4,0.8,0,0,0,0,0,0.1,0,0,0,0,0,0
8600000US90090,90090,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8600000US90094,90094,9827,36.2,882,199,221,312,612,1191,1623,996,804,381,531,232,174,211,86,243,95,10.5,9,2,2.2,3.2,6.2,12.1,16.5,10.1,8.2,3.9,5.4,2.4,1.8,2.1,0.9,2.5,1
8600000US90095,90095,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8600000US90201,90201,101965,29.8,8055,8968,8590,8509,9301,6985,6708,7133,6380,6130,5321,3636,3036,1871,1512,829,1154,7.7,7.9,8.8,8.4,8.3,9.1,6.9,6.6,7,6.3,6,5.2,3.6,3,1.8,1.5,0.8,1.1
8600000US90210,90210,19314,49.2,946,1485,1060,677,666,765,954,1248,1387,1516,1377,1253,1200,1316,1020,691,1095,3.4,4.9,7.7,5.5,3.5,3.4,4,4.9,6.5,7.2,7.8,7.1,6.5,6.2,6.8,5.3,3.6,5.7
8600000US90211,90211,8019,42.2,281,583,447,361,867,680,442,413,711,520,667,457,314,370,260,185,222,3,3.5,7.3,5.6,4.5,10.8,8.5,5.5,5.2,8.9,6.5,8.3,5.7,3.9,4.6,3.2,2.3,2.8
8600000US90212,90212,13314,41.1,861,726,600,761,597,1368,875,674,1127,909,843,865,716,486,332,440,416,5.4,6.5,5.5,4.5,5.7,4.5,10.3,6.6,5.1,8.5,6.8,6.3,6.5,5.4,3.7,2.5,3.3,3.1
8600000US90220,90220,52817,31.7,4344,4135,4371,3893,3919,3708,3195,3066,3701,3193,3018,2658,1729,1310,745,766,804,8.1,8.2,7.8,8.3,7.4,7.4,7,6,5.8,7,6,5.7,5,3.3,2.5,1.4,1.5,1.5
8600000US90221,90221,51688,31,4061,4513,4439,4641,3937,3339,3638,3658,3444,3122,2801,2071,1674,1113,757,672,394,6.6,7.9,8.7,8.6,9,7.6,6.5,7,7.1,6.7,6,5.4,4,3.2,2.2,1.5,1.3,0.8
8600000US90222,90222,33200,29.1,2875,2895,2158,2878,2812,3168,1787,1820,2121,1864,1346,1333,861,785,417,242,513,10,8.7,8.7,6.5,8.7,8.5,9.5,5.4,5.5,6.4,5.6,4.1,4,2.6,2.4,1.3,0.7,1.5
8600000US90230,90230,32687,40.4,1823,2119,1381,1635,2692,2488,2098,2611,2389,2019,2194,2050,1446,1393,932,629,930,5.7,5.6,6.5,4.2,5,8.2,7.6,6.4,8,7.3,6.2,6.7,6.3,4.4,4.3,2.9,1.9,2.8
8600000US90232,90232,14780,40.4,849,622,488,848,1436,1305,1173,1415,1219,1035,784,930,487,500,187,304,666,3.6,5.7,4.2,3.3,5.7,9.7,8.8,7.9,9.6,8.2,7,5.3,6.3,3.3,3.4,1.3,2.1,4.5
8600000US90240,90240,26413,38.2,1816,2125,1569,1332,2127,1584,1899,2245,1787,1578,1550,1741,1419,866,498,213,461,6.1,6.9,8,5.9,5,8.1,6,7.2,8.5,6.8,6,5.9,6.6,5.4,3.3,1.9,0.8,1.7
8600000US90241,90241,43215,36,2627,2669,3157,3286,3520,3058,2733,2774,3732,2900,2416,2184,1946,1281,741,715,816,6.2,6.1,6.2,7.3,7.6,8.1,7.1,6.3,6.4,8.6,6.7,5.6,5.1,4.5,3,1.7,1.7,1.9
8600000US90242,90242,42694,34.1,2414,3565,2993,3345,4148,3114,3036,2939,2395,3051,2425,2294,1667,1202,695,369,582,5.8,5.7,8.4,7,7.8,9.7,7.3,7.1,6.9,5.6,7.1,5.7,5.4,3.9,2.8,1.6,0.9,1.4
8600000US90245,90245,16731,37.3,1167,1024,952,606,1438,1232,1205,1316,1148,1307,1248,1105,676,466,233,212,170,7.3,7,6.1,5.7,3.6,8.6,7.4,7.2,7.9,6.9,7.8,7.5,6.6,4,2.8,1.4,1.3,1
8600000US90247,90247,48293,38,2961,2772,2666,2925,4048,3445,3828,3042,3279,3157,3241,3087,1964,1524,1205,924,1188,6.3,6.1,5.7,5.5,6.1,8.4,7.1,7.9,6.3,6.8,6.5,6.7,6.4,4.1,3.2,2.5,1.9,2.5
8600000US90248,90248,11607,43,582,631,526,737,962,552,670,731,759,968,804,892,518,393,370,392,509,5.3,5,5.4,4.5,6.3,8.3,4.8,5.8,6.3,6.5,8.3,6.9,7.7,4.5,3.4,3.2,3.4,4.4
8600000US90249,90249,26429,41.2,1307,1368,1604,1291,2279,1327,1743,1954,1858,1646,2013,1819,1322,1403,818,402,583,6.4,4.9,5.2,6.1,4.9,8.6,5,6.6,7.4,7,6.2,7.6,6.9,5,5.3,3.1,1.5,2.2
8600000US90250,90250,97072,33.5,7083,6310,5727,7152,8836,8167,7162,6667,6816,6544,5229,4789,2948,2555,1398,1010,913,8,7.3,6.5,5.9,7.4,9.1,8.4,7.4,6.9,7,6.7,5.4,4.9,3,2.6,1.4,1,0.9
8600000US90254,90254,19539,39.3,989,888,596,567,2159,1933,1705,1634,1626,1643,1312,957,991,541,468,217,197,5.7,5.1,4.5,3.1,2.9,11,9.9,8.7,8.4,8.3,8.4,6.7,4.9,5.1,2.8,2.4,1.1,1
8600000US90255,90255,75019,32.6,5565,5937,5556,6647,5957,5120,5471,5012,5169,4523,4358,3097,2715,1795,1138,892,736,7.1,7.4,7.9,7.4,8.9,7.9,6.8,7.3,6.7,6.9,6,5.8,4.1,3.6,2.4,1.5,1.2,1
8600000US90260,90260,34827,35.9,2314,2347,1935,2337,2993,2750,2802,2420,2563,1931,2074,2256,1453,880,653,558,330,6.4,6.6,6.7,5.6,6.7,8.6,7.9,8,6.9,7.4,5.5,6,6.5,4.2,2.5,1.9,1.6,0.9
8600000US90262,90262,70536,30,5224,6024,5240,6481,6607,5945,4686,4712,4154,3722,3656,3072,2104,1201,1057,494,455,8.1,7.4,8.5,7.4,9.2,9.4,8.4,6.6,6.7,5.9,5.3,5.2,4.4,3,1.7,1.5,0.7,0.6
8600000US90263,90263,1838,19.8,0,0,1035,770,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.3,41.9,1.8,0,0,0,0,0,0,0,0,0,0,0,0
8600000US90265,90265,17954,50.9,600,1238,1252,995,577,662,691,942,1450,1456,1845,1539,1440,1011,668,617,524,2.5,3.3,6.9,7,5.5,3.2,3.7,3.8,5.2,8.1,8.1,10.3,8.6,8,5.6,3.7,3.4,2.9
8600000US90266,90266,35500,44,2605,2906,2353,827,1139,1622,2253,2651,2936,3188,2591,2312,1638,1622,1185,868,697,5.9,7.3,8.2,6.6,2.3,3.2,4.6,6.3,7.5,8.3,9,7.3,6.5,4.6,4.6,3.3,2.4,2
8600000US90270,90270,27287,30.1,2053,2191,2050,2226,2771,1906,1690,1863,1886,1684,1320,1051,751,549,549,197,242,8.5,7.5,8,7.5,8.2,10.2,7,6.2,6.8,6.9,6.2,4.8,3.9,2.8,2,2,0.7,0.9
8600000US90272,90272,21629,47.7,1246,1649,1191,633,669,595,890,1598,2009,1506,1702,1471,1409,1273,940,647,880,6.1,5.8,7.6,5.5,2.9,3.1,2.8,4.1,7.4,9.3,7,7.9,6.8,6.5,5.9,4.3,3,4.1
8600000US90274,90274,25061,51.7,1267,1733,1766,856,551,803,753,1354,1670,2173,2141,2311,1553,1660,1178,1042,1205,4.2,5.1,6.9,7,3.4,2.2,3.2,3,5.4,6.7,8.7,8.5,9.2,6.2,6.6,4.7,4.2,4.8
8600000US90275,90275,42146,50,2212,2938,3083,1355,1356,1135,2076,2233,3220,3490,3512,3299,2537,2484,2140,1543,2056,3.5,5.2,7,7.3,3.2,3.2,2.7,4.9,5.3,7.6,8.3,8.3,7.8,6,5.9,5.1,3.7,4.9
8600000US90277,90277,34827,43.6,1626,1897,1633,1035,2229,2747,2752,2470,2861,2820,2761,2371,1895,1475,943,608,880,5.2,4.7,5.4,4.7,3,6.4,7.9,7.9,7.1,8.2,8.1,7.9,6.8,5.4,4.2,2.7,1.7,2.5
8600000US90278,90278,40252,39.7,2982,2193,1639,1403,2138,3515,3361,3319,3304,3130,2795,2517,1641,1319,923,496,489,7.7,7.4,5.4,4.1,3.5,5.3,8.7,8.3,8.2,8.2,7.8,6.9,6.3,4.1,3.3,2.3,1.2,1.2
8600000US90280,90280,94642,31.9,6953,7544,7405,8190,7875,6567,6932,6445,6055,5321,4777,4677,3603,2574,1347,940,982,6.8,7.3,8,7.8,8.7,8.3,6.9,7.3,6.8,6.4,5.6,5,4.9,3.8,2.7,1.4,1,1
8600000US90290,90290,5681,45.5,327,177,601,185,154,308,384,393,629,429,565,304,356,368,277,40,10,3.1,5.8,3.1,10.6,3.3,2.7,5.4,6.8,6.9,11.1,7.6,9.9,5.4,6.3,6.5,4.9,0.7,0.2
8600000US90291,90291,26950,38.5,915,963,722,1165,3202,3458,2655,2227,2166,1719,1619,1440,1484,979,524,242,341,4.2,3.4,3.6,2.7,4.3,11.9,12.8,9.9,8.3,8,6.4,6,5.3,5.5,3.6,1.9,0.9,1.3
8600000US90292,90292,23549,39.6,458,270,634,1117,2669,2422,2954,1440,1352,1740,1744,1753,1262,915,683,362,350,6,1.9,1.1,2.7,4.7,11.3,10.3,12.5,6.1,5.7,7.4,7.4,7.4,5.4,3.9,2.9,1.5,1.5
8600000US90293,90293,12728,37.9,267,552,255,531,1700,1851,1183,901,881,811,519,765,875,457,421,95,233,3.4,2.1,4.3,2,4.2,13.4,14.5,9.3,7.1,6.9,6.4,4.1,6,6.9,3.6,3.3,0.7,1.8
8600000US90301,90301,38234,35.4,2841,2368,2367,3151,2931,2653,2621,2691,2414,2523,2482,2020,1700,1043,584,675,592,6.7,7.4,6.2,6.2,8.2,7.7,6.9,6.9,7,6.3,6.6,6.5,5.3,4.4,2.7,1.5,1.8,1.5
8600000US90302,90302,30017,34.9,1967,2053,2288,1950,2151,2724,2540,2186,1882,2136,1583,1573,1165,917,508,190,250,6.5,6.6,6.8,7.6,6.5,7.2,9.1,8.5,7.3,6.3,7.1,5.3,5.2,3.9,3.1,1.7,0.6,0.8
8600000US90303,90303,24374,33.4,1922,1793,1648,1676,2138,2020,1359,1667,1260,1635,1474,1235,983,754,564,373,186,6.9,7.9,7.4,6.8,6.9,8.8,8.3,5.6,6.8,5.2,6.7,6,5.1,4,3.1,2.3,1.5,0.8
8600000US90304,90304,25946,30.2,2078,2348,1987,2093,2516,2022,1599,1786,1847,1629,1239,1259,668,474,315,82,132,7.2,8,9,7.7,8.1,9.7,7.8,6.2,6.9,7.1,6.3,4.8,4.9,2.6,1.8,1.2,0.3,0.5
8600000US90305,90305,15042,46.2,784,581,667,736,1113,1028,910,885,1249,1235,1123,1390,920,467,516,486,422,3.5,5.2,3.9,4.4,4.9,7.4,6.8,6,5.9,8.3,8.2,7.5,9.2,6.1,3.1,3.4,3.2,2.8
8600000US90401,90401,7111,37.2,214,64,124,548,1276,1019,503,530,427,464,369,159,246,258,128,240,461,1.1,3,0.9,1.7,7.7,17.9,14.3,7.1,7.5,6,6.5,5.2,2.2,3.5,3.6,1.8,3.4,6.5
8600000US90402,90402,11882,48.6,702,869,623,314,560,399,635,586,808,730,931,1019,1065,880,355,315,377,6,5.9,7.3,5.2,2.6,4.7,3.4,5.3,4.9,6.8,6.1,7.8,8.6,9,7.4,3,2.7,3.2
8600000US90403,90403,23902,41.3,884,614,660,720,2316,3133,2065,1497,1662,1475,1384,1601,1563,1099,577,683,772,5,3.7,2.6,2.8,3,9.7,13.1,8.6,6.3,7,6.2,5.8,6.7,6.5,4.6,2.4,2.9,3.2
8600000US90404,90404,22929,37.4,951,1162,1277,1617,2556,2028,1926,1765,1358,1634,1223,1176,949,628,557,431,743,4.1,4.1,5.1,5.6,7.1,11.1,8.8,8.4,7.7,5.9,7.1,5.3,5.1,4.1,2.7,2.4,1.9,3.2
8600000US90405,90405,28156,40.2,1021,934,1092,1204,2627,2860,2698,2053,1735,2013,2026,1847,1344,1219,564,766,614,5.5,3.6,3.3,3.9,4.3,9.3,10.2,9.6,7.3,6.2,7.1,7.2,6.6,4.8,4.3,2,2.7,2.2
8600000US90501,90501,41975,37.7,3333,2738,2378,2207,3666,2865,2652,3682,2831,2873,2584,2337,1834,1329,792,679,714,5.9,7.9,6.5,5.7,5.3,8.7,6.8,6.3,8.8,6.7,6.8,6.2,5.6,4.4,3.2,1.9,1.6,1.7
8600000US90502,90502,17778,42.7,877,505,782,807,1185,1570,1364,1192,884,1194,1307,1192,1216,905,629,609,520,5.8,4.9,2.8,4.4,4.5,6.7,8.8,7.7,6.7,5,6.7,7.4,6.7,6.8,5.1,3.5,3.4,2.9
8600000US90503,90503,44605,41.2,2621,2225,2020,2076,3397,3351,3083,2964,3228,3079,3744,2558,1940,1737,1333,1068,1373,6.3,5.9,5,4.5,4.7,7.6,7.5,6.9,6.6,7.2,6.9,8.4,5.7,4.3,3.9,3,2.4,3.1
8600000US90504,90504,33410,41.4,1647,1817,1922,2335,2042,2358,1899,2381,2572,2218,2625,2140,1708,1133,1041,612,1004,5.9,4.9,5.4,5.8,7,6.1,7.1,5.7,7.1,7.7,6.6,7.9,6.4,5.1,3.4,3.1,1.8,3
8600000US90505,90505,37220,41.9,2386,2405,1885,1778,2220,2273,2491,2092,2765,2639,3090,2409,1897,1358,1041,802,1341,6.3,6.4,6.5,5.1,4.8,6,6.1,6.7,5.6,7.4,7.1,8.3,6.5,5.1,3.6,2.8,2.2,3.6
8600000US90506,90506,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8600000US90601,90601,32053,39,1699,1960,1786,2229,2686,2130,2428,2442,1905,2016,1956,1895,1680,1132,1018,669,680,5.4,5.3,6.1,5.6,7,8.4,6.6,7.6,7.6,5.9,6.3,6.1,5.9,5.2,3.5,3.2,2.1,2.1
8600000US90602,90602,25581,33.1,1509,1768,2442,2047,2250,1819,1758,1764,1443,1426,1462,1306,1133,549,544,395,281,6.6,5.9,6.9,9.5,8,8.8,7.1,6.9,6.9,5.6,5.6,5.7,5.1,4.4,2.1,2.1,1.5,1.1
8600000US90603,90603,21584,39.6,1394,1478,911,1671,1397,1104,1704,1211,1440,1590,1557,1241,1086,884,589,471,499,6.3,6.5,6.8,4.2,7.7,6.5,5.1,7.9,5.6,6.7,7.4,7.2,5.7,5,4.1,2.7,2.2,2.3
8600000US90604,90604,42911,35.2,2648,2999,3209,3375,3145,3343,3063,2663,3037,2724,2384,2254,1728,1103,868,857,898,6.1,6.2,7,7.5,7.9,7.3,7.8,7.1,6.2,7.1,6.3,5.6,5.3,4,2.6,2,2,2.1
8600000US90605,90605,40192,35.2,2651,3061,2997,2876,3200,2685,2490,2863,2747,2671,2450,2019,1631,1079,799,662,773,6.3,6.6,7.6,7.5,7.2,8,6.7,6.2,7.1,6.8,6.6,6.1,5,4.1,2.7,2,1.6,1.9
8600000US90606,90606,32987,36.8,2072,1900,2249,2350,2649,2593,2069,2474,2284,1993,2287,1778,1517,915,890,379,658,5.9,6.3,5.8,6.8,7.1,8,7.9,6.3,7.5,6.9,6,6.9,5.4,4.6,2.8,2.7,1.1,2
8600000US90620,90620,46414,38.1,2590,3026,2676,3065,3584,3656,3205,2679,3008,3355,3308,2733,2848,1397,1076,783,1004,5.2,5.6,6.5,5.8,6.6,7.7,7.9,6.9,5.8,6.5,7.2,7.1,5.9,6.1,3,2.3,1.7,2.2
8600000US90621,90621,35598,35.7,2047,2484,2267,3154,2522,2488,2694,2560,2505,2464,2101,2208,1312,726,602,561,447,6.9,5.8,7,6.4,8.9,7.1,7,7.6,7.2,7,6.9,5.9,6.2,3.7,2,1.7,1.6,1.3
