,Company,TradeName,Address,ZipCode,DunsNumber,HQDuns,HQTradeName,Subsidiary,Latitude,Longitude,SIC2,SIC4,SIC8,Industry,IndustryGroup,YearStart,OutofBis,FirstYear,LastYear,Minority,WomenOwned,Sales90,SalesC90,Sales91,SalesC91,Sales92,SalesC92,Sales93,SalesC93,Sales94,SalesC94,Sales95,SalesC95,Sales96,SalesC96,Sales97,SalesC97,Sales98,SalesC98,Sales99,SalesC99,Sales00,SalesC00,Sales01,SalesC01,Sales02,SalesC02,Sales03,SalesC03,Sales04,SalesC04,Sales05,SalesC05,Sales06,SalesC06,Sales07,SalesC07,Sales08,SalesC08,Sales09,SalesC09,Sales10,SalesC10,Sales11,SalesC11,Sales12,SalesC12,Sales13,SalesC13,Sales14,SalesC14,DnBRating91,DnBRating92,DnBRating93,DnBRating94,DnBRating95,DnBRating96,DnBRating97,DnBRating98,DnBRating99,DnBRating00,DnBRating01,DnBRating02,DnBRating03,DnBRating04,DnBRating05,DnBRating06,DnBRating07,DnBRating08,DnBRating09,DnBRating10,DnBRating11,DnBRating12,DnBRating13,DnBRating14
422510,MARILIN ENTERPRISES INC,DENNYS 6204,5142 TRIGGS ST,90022,807756507,165239344,DENNYS RESTAURANT,N,34.011,118.1621,58,5812,58120500,Family restaurants,Eating and Drinking Places,NA,NA,1993,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466700,3,475000,3,470600,3,483900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
422592,DINOS BURGERS,NA,2817 N MAIN ST,90031,807809731,807809731,NA,N,34.0661,118.2125,58,5812,58120306,Drive-in restaurant,Eating and Drinking Places,2007,NA,2007,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,540000,0,540000,0,540000,0,540000,0,540000,0,540000,0,540000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,DS,DS,DS,DS,DS,DS
422660,CIUDAD LA LLC,NA,445 S FIGUEROA ST STE 100,90071,807850594,807850594,NA,N,34.0527,118.2569,58,5812,58120104,French restaurant,Eating and Drinking Places,2008,NA,2008,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350000,3,385000,3,385000,3,385000,3,443300,3,399000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
422778,PIKNIK RESTAURANT,NA,13020 PACIFIC PROMENADE,90094,807969915,807969915,NA,N,33.9726,118.4235,58,5812,58120500,Family restaurants,Eating and Drinking Places,2007,NA,2007,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250000,3,266700,3,266700,3,266700,3,269300,3,285700,3,269300,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423142,LAKE HAVASU CORP,NA,2713 W JEFFERSON BLVD,90018,808223700,808223700,NA,N,34.0257,118.325,87,8741,87419905,Restaurant management,Management and Public Relations,2007,NA,2007,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.00E+05,3,4.00E+05,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,NA,NA,NA,NA,NA
423154,SUNSHINE CAFE,NA,2500 WILSHIRE BLVD,90057,808230051,808230051,NA,N,34.06,118.2807,58,5812,58120101,American restaurant,Eating and Drinking Places,2007,NA,2007,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43300,3,43800,3,40000,3,42800,3,45600,3,49000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,--,--,--,--,--,NA
423414,PIONEER TAKE-OUT 160,PIONEER CHICKEN,5970 W OLYMPIC BLVD,90036,808435218,808435218,PIONEER CHICKEN,N,34.0576,118.3614,58,5812,58120302,Carry-out only (except pizza) restaurant,Eating and Drinking Places,1979,NA,1989,2014,Y,Y,130000,3,133300,3,133300,3,140000,3,140000,3,133300,3,133300,3,133300,3,150000,3,150000,3,150000,3,160000,3,165300,3,165300,3,160000,3,160000,3,150000,3,170000,3,160000,3,170000,3,170000,3,160000,3,180000,3,160000,3,160000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,--,--,--,--,--,--,--,--
423448,LOPEZ RONALD,NA,154 W 127TH ST STE 19,90061,808446665,808446665,NA,N,33.9175,118.2752,58,5812,58120101,American restaurant,Eating and Drinking Places,2004,NA,2004,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420000,3,420000,3,420000,3,420000,3,420000,3,420000,3,420000,3,420000,3,420000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,DS,DS,DS,DS,DS,NA
423580,ALMIGHTY DOLLAR INC,MONTANAS,3575 CAHUENGA BLVD W,90068,808559660,808559660,MONTANAS,N,34.1339,118.3582,58,5812,58120101,American restaurant,Eating and Drinking Places,1993,NA,1993,2003,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,1200000,0,1200000,0,1217600,3,1239800,3,1231000,3,1261900,3,1266400,3,1306200,3,1324000,3,1319500,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423703,MAKEDAS JAMACIAN CUISINE,NA,1276 W 39TH ST,90037,808670132,808670132,NA,N,34.0153,118.2997,58,5812,58120100,Ethnic food restaurants,Eating and Drinking Places,2007,NA,2007,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214300,3,214300,3,214300,3,214300,3,222200,3,236100,3,267500,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,DS,DS,DS,DS,DS,DS
423744,MCDONALDS 26929,NA,5008 N FIGUEROA ST,90042,808704865,808704865,NA,N,34.1049,118.2018,58,5812,58120307,"Fast-food restaurant, chain",Eating and Drinking Places,2007,NA,2007,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200000,3,1177800,3,1195800,3,1202700,3,1225000,3,1275700,3,1290000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS
423894,PITA EXPRESS,NA,2067 MARENGO ST,90033,808861132,808861132,NA,N,34.0504,118.2098,58,5812,58120300,Fast food restaurants and stands,Eating and Drinking Places,1991,NA,1991,1996,NA,NA,NA,NA,NA,NA,138900,3,142900,3,138900,3,142900,3,150000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
424321,WASHOKU USA INC,NA,11300 W OLYMPIC BLVD,90064,809215689,809215689,NA,N,34.0379,118.4412,87,8742,87420407,Restaurant and food services consultants,Management and Public Relations,2005,NA,2005,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157500,3,150000,3,150000,3,150000,3,158300,3,166700,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,--,--,NA,NA,NA
424547,ENZO & ANGELA ITALIAN RESTAURA,NA,11701 WILSHIRE BLVD,90025,809398428,809398428,NA,N,34.0494,118.4611,58,5812,58120108,Italian restaurant,Eating and Drinking Places,2008,NA,2008,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350000,3,350000,3,350000,3,350000,3,320800,3,350000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
424567,M & T QUALITY RESTAURANT SUP,GOLAN RESTAURANT EQUIPMENT,2509 W WASHINGTON BLVD,90018,809409097,809409097,GOLAN RESTAURANT EQUIPMENT,N,34.04,118.318,50,5087,50879908,Restaurant supplies,"Machinery, Equipment, and Supplies",1990,NA,1990,2000,NA,NA,NA,NA,5.00E+05,3,5.00E+05,3,5.00E+05,3,5.00E+05,3,5.00E+05,3,516400,3,590100,3,625000,3,5.00E+05,3,5.00E+05,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,DS,--,--,--,--,2R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
424597,HOLLYWOOD RESTAURANT GROUP,YONNIS HOLLYWOOD,1714 WILCOX AVE,90028,809426591,809426591,YONNIS HOLLYWOOD,N,34.102,118.3308,58,5812,58120500,Family restaurants,Eating and Drinking Places,2006,NA,2006,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290000,3,281300,3,3.00E+05,3,3.00E+05,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,--,NA,NA,NA,NA
424711,MARISCO LINDA INC,NA,3667 E OLYMIC BLVD,90023,809500650,159703495,MARISCO LINDA RESTAURANT,N,34.0189,118.1981,58,5812,58120112,Mexican restaurant,Eating and Drinking Places,NA,NA,2008,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100500,3,105000,3,103200,3,112500,3,112500,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
424727,PINNACLE INDUSTRIES INC,DINAHS FAMILY RESTAURANT,6521 S SEPULVEDA BLVD,90045,809510811,809510811,DINAHS FAMILY RESTAURANT,N,33.9805,118.3948,58,5812,58120500,Family restaurants,Eating and Drinking Places,1959,NA,1989,1998,NA,NA,2542400,3,2688000,3,2688000,3,2688000,3,2688000,3,2755200,3,2800000,3,2800000,3,2800000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,--,--,1R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
424766,GOOD PARTS RESTAURANT INC,BOBS BIG BOY,5050 WILSHIRE BLVD,90036,809550510,809550510,BOBS BIG BOY,N,34.062,118.3398,58,5812,58120308,"Fast-food restaurant, independent",Eating and Drinking Places,NA,NA,1994,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1430000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
424847,CAPILLA DEL ROSARIO RESTAURANT,NA,654 N HOOVER ST,90004,809632370,809632370,NA,N,34.0829,118.2842,58,5812,58120101,American restaurant,Eating and Drinking Places,2007,NA,2007,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86700,3,87500,3,80000,3,85600,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,--,--,NA,NA,NA
424947,TOMS SUPER BURGER 2,NA,1710 S ROBERTSON BLVD,90035,809742844,809742844,NA,N,34.0485,118.3854,58,5812,58120307,"Fast-food restaurant, chain",Eating and Drinking Places,1993,NA,1993,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312000,3,314700,3,320000,3,323100,3,325000,3,336000,3,342900,3,346400,3,360000,3,360000,3,378900,3,368000,3,368000,3,360000,3,360000,3,353300,3,350000,3,352000,3,350000,3,356000,3,360000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,DS,DS,DS,DS,DS,DS,DS
424974,CHIPOTLE MEXICAN GRILL INC,CHIPOTLE MEXICAN GRILL 945,3748 S FIGUEROA ST,90007,809764983,806058632,NA,N,34.0166,118.2826,58,5812,58120112,Mexican restaurant,Eating and Drinking Places,NA,NA,2009,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.00E+05,3,6.00E+05,3,6.00E+05,3,6.00E+05,3,6.00E+05,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425338,MCDONALDS F CLEAR V,MCDONALDS,2215 W MARTIN LUTHER KING,90008,824661552,824661552,MCDONALDS,N,34.0094,118.3466,58,5812,58120307,"Fast-food restaurant, chain",Eating and Drinking Places,2008,NA,2008,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1177800,3,1166700,3,1232000,3,1254200,3,1275700,3,1290000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS
425510,TGI FRIDAYS 0813 RESUPPLY,NA,6721 LA TIJERA BLVD,90045,824838382,824838382,NA,N,33.9629,118.3924,58,5812,58120501,"Restaurant, family: chain",Eating and Drinking Places,2008,NA,2008,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2431100,3,2460000,3,2550000,3,2610000,3,2610000,3,2543100,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS
425644,EIKO FISH ROLL,NA,6357 WILSHIRE BLVD,90048,825036457,825036457,NA,N,34.0637,118.367,58,5812,58120700,Seafood restaurants,Eating and Drinking Places,2008,NA,2008,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280000,3,311100,3,306300,3,291700,3,291700,3,280000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426044,PAYATHAI THAI CUISINE,NA,613 N WINDSOR BLVD,90004,825384469,825384469,NA,N,34.082,118.3198,58,5812,58120115,Thai restaurant,Eating and Drinking Places,NA,NA,2000,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88000,3,95000,3,96700,3,95000,3,87500,3,81800,3,83300,3,80000,3,80000,3,80700,3,80000,3,80000,3,83600,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,DS,DS,DS,DS,DS,DS,DS,DS,DS,DS,DS,DS,NA
426328,CLUB TIME MACHINE,ZOO L A DANCE CLUB,3131 W 8TH ST,90005,825844905,825844905,ZOO L A DANCE CLUB,N,34.058,118.2942,58,5812,58120100,Ethnic food restaurants,Eating and Drinking Places,1994,NA,1994,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36800,3,36800,3,37200,3,37500,3,37500,3,37500,3,43800,3,45000,3,43300,3,41700,3,40000,3,40000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA
426429,J & S PRODUCE,NA,746 MARKET CT,90021,826040342,826040342,NA,N,34.0347,118.2414,58,5812,58120300,Fast food restaurants and stands,Eating and Drinking Places,2008,NA,2008,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37500,3,37500,3,37500,3,37500,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,--,--,--,NA,NA
426481,GOOD PIZZA,NA,7929 EMERSON AVE,90045,826175023,826175023,NA,N,33.9694,118.4064,58,5812,58120600,Pizza restaurants,Eating and Drinking Places,2008,NA,2008,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50000,3,50000,3,50000,3,50000,3,50000,3,50000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,--,--,--,--,--
426487,JOES STEAK PIT INC,NA,370 N FAIRFAX AVE,90036,826179442,826179442,NA,N,34.0776,118.3613,58,5812,58120800,Steak and barbecue restaurants,Eating and Drinking Places,1994,NA,1994,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120000,1,120000,1,120000,1,120000,1,120000,1,120000,1,120000,1,120000,1,120000,1,120000,1,120000,3,120000,3,120000,3,120000,1,120000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,--,--,NA,NA,NA,NA,NA
426502,PASTA PRIMAVERA,NA,611 W 7TH ST,90017,826184939,826184939,NA,N,34.0475,118.2567,58,5812,58120108,Italian restaurant,Eating and Drinking Places,1990,NA,1990,2014,NA,NA,NA,NA,250000,3,255000,3,270000,3,270000,3,285000,3,285000,3,3.00E+05,3,3.00E+05,3,3.00E+05,3,3.00E+05,3,3.00E+05,3,3.00E+05,3,3.00E+05,3,3.00E+05,0,3.00E+05,0,3.00E+05,0,3.00E+05,3,3.00E+05,3,3.00E+05,3,3.00E+05,3,740000,2,740000,2,750000,2,750000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,1R3,1R3,1R3,1R3,1R3,1R3,1R3,--,1R3,1R3
426864,SUMO JAPANESE RESTAURANT,NA,1604 VENICE BLVD,90006,826905973,826905973,NA,N,34.0441,118.2887,58,5812,58120109,Japanese restaurant,Eating and Drinking Places,2008,NA,2008,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50000,3,50000,3,50000,3,50000,3,51600,3,51600,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,--,--,--,--
427142,J K GROUPLAX,BURGER KING,9601 AIRPORT BLVD,90045,827256868,827256868,BURGER KING,N,33.949,118.3861,58,5812,58120307,"Fast-food restaurant, chain",Eating and Drinking Places,1994,NA,1994,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,839100,3,853300,3,861500,3,866700,3,896000,3,914300,3,923600,3,960000,3,960000,3,1010500,3,981300,3,981300,3,750000,3,750000,3,736100,3,729200,3,733300,3,729200,3,741700,3,750000,3,NA,NA,NA,NA,DS,--,--,--,1R3,--,1R3,1R2,1R2,--,1R3,--,--,--,--,--,--,--,--,--
427189,LITTLE CAESARS CORP 5919,NA,5053 WHITTIER BLVD,90022,827357547,827357547,NA,N,34.0264,118.1532,58,5812,58120600,Pizza restaurants,Eating and Drinking Places,2008,NA,2008,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320000,3,324000,3,378000,3,405900,3,406300,3,411400,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS
427420,KEMAN RESTAURANT CORP,NA,6701 CENTER DR W,90045,827617127,827617127,NA,N,33.9787,118.3936,87,8741,87419905,Restaurant management,Management and Public Relations,NA,NA,1994,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234400,3,250000,3,3.00E+05,3,312500,3,350000,3,324000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,DS,DS,DS,DS,DS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427583,SAMRAJ INC,NEW INDIA GRILL,1321 WESTWOOD BLVD FL 1,90024,827860326,827860326,NEW INDIA GRILL,N,34.0565,118.4427,58,5812,58120107,Indian/Pakistan restaurant,Eating and Drinking Places,2005,NA,2005,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390000,3,390000,3,390000,3,390000,3,390000,3,390000,3,390000,3,390000,3,390000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427626,SCHMIDTS BRAUHAUS LA LLC,NA,1934 VINEYARD AVE,90016,827929071,827929071,NA,N,34.0393,118.3398,58,5812,58120101,American restaurant,Eating and Drinking Places,2008,NA,2008,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87500,3,80000,3,85600,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,--,NA,NA,NA
427848,BAMBOO GARDEN RESTAURANT,NA,8844 S VERMONT AVE,90044,828177212,828177212,NA,N,33.9574,118.2913,58,5812,58120103,Chinese restaurant,Eating and Drinking Places,1982,NA,1989,2014,NA,NA,30000,3,30000,3,30000,3,30000,3,30000,3,32000,3,33300,3,33300,3,80000,3,80000,3,80000,3,80000,3,80000,3,85000,3,85000,3,80000,3,72000,3,70000,3,66700,3,70000,3,67000,3,70000,3,70000,3,70000,3,70000,3,NA,NA,NA,NA,DS,DS,DS,DS,DS,DS,DS,DS,DS,DS,--,--,--,--,--,--,--,--,--,--
427856,AWASH RESTAURANT,NA,5990 W PICO BLVD,90035,828177774,828177774,NA,N,34.0522,118.3711,58,5812,58120100,Ethnic food restaurants,Eating and Drinking Places,1990,NA,1990,2014,NA,NA,NA,NA,66700,3,66700,3,66700,3,73300,3,73700,3,73700,3,74300,3,75000,3,75000,3,75000,3,87500,3,135000,3,130000,3,125000,3,120000,3,120000,3,116700,3,123200,3,129800,3,124000,3,129800,3,129800,3,112500,3,112500,3,NA,NA,NA,NA,DS,DS,DS,DS,DS,DS,DS,DS,DS,DS,DS,--,--,--,--,--,--,--,--,--
427899,CORLEONES RESTAURANT,NA,7455 MELROSE AVE,90046,828180463,828180463,NA,N,34.0837,118.3525,58,5812,58120108,Italian restaurant,Eating and Drinking Places,1994,NA,1994,2013,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,860800,3,875000,3,9.00E+05,3,1.00E+06,3,1.00E+06,3,1.00E+06,3,1033300,3,1033300,3,1033300,3,1033300,3,1033300,3,1033300,3,1033300,3,1033300,3,1033300,3,1033300,3,1033300,3,1033300,3,1033300,3,NA,NA,NA,NA,NA,NA,ERN,--,--,--,--,NA,--,NA,NA,NA,NA,NA,--,--,--,--,--,--,--,NA
